,Common_Name,Scientific_Name,Tree_Height,Aboveground_Biomass,Live_Crown_Leaves,Tree_Branches,Tree_Bark,Tree_Stem,DBH,Crown_Diameter,Total_Aboveground_Carbon,Foliage_Biomass,Foliage_Leaves,Wood_Density
685,Larch,Larix decidua,29.6116700355806,1561.55879637226,89.7758763586171,66.6374001535587,233.921474851668,1327.6373215206,70.8364778798847,4.84848033340536,780.779398186132,191.314759019297,520.384508522693,0.59
686,Pine,Pinus sylvestris,22.5142627236537,1997.24898298737,46.6804284602404,663.263879832812,173.978517837822,1823.27046514954,48.5654112790231,5.34620022991907,998.624491493683,167.712675963994,803.993539826479,0.45
687,Cedar,Cedrus libani,24.0838614920841,638.096948293969,351.496308699716,86.1504907836206,184.86436817795,453.232580116019,45.7498448500358,5.65117362169702,319.048474146985,18.0134957539849,323.361712694168,0.56
688,Maple,Acer saccharum,22.5518437958998,430.756242014468,94.6741802315228,340.742959000636,276.253417953849,154.502824060619,60.0894579610708,6.07221145779217,215.378121007234,148.061830524821,957.916871528141,0.71
689,Oak,Quercus robur,20.0314217058066,1181.39760268386,488.490911470726,174.202398082707,301.853390410542,879.544212273322,47.5936833429243,5.61209127232536,590.698801341932,92.951860728208,340.719717775937,0.7
690,Pine,Pinus sylvestris,39.4067981447683,377.752194018103,253.023298366461,744.64691109024,281.555766649544,96.1964273685589,73.4508486524106,13.5884576924934,188.876097009052,19.099108458031,349.948240001686,0.45
691,Poplar,Populus tremula,23.5148859940238,1035.21903143264,368.540373046417,456.337334902491,302.031876444817,733.187154987827,55.5510804399718,6.33386065917817,517.609515716322,189.38826812664,466.168411215767,0.42
692,Spruce,Picea abies,28.2150789772393,911.632858915254,157.273129699752,532.160122902133,352.23405122757,559.398807687685,60.0291639358132,10.3134893724391,455.816429457627,16.0276246094145,171.343720366713,0.43
693,Birch,Betula pendula,31.0577893359891,888.317197444849,124.361350510735,957.183400914073,66.6718582063913,821.645339238457,55.6693737246501,9.9829327098827,444.158598722424,123.451076592319,270.669665874448,0.67
694,Ash,Fraxinus excelsior,33.6202509885566,1819.66902879067,206.445702100173,198.89611947583,139.314775168896,1680.35425362177,42.1632747458549,6.39194409912268,909.834514395334,156.999937728979,684.728858422022,0.67
695,Willow,Salix alba,30.465527121233,962.800740450621,27.4294769810513,928.106740966905,24.4430508464575,938.357689604163,75.7602718414614,10.2505804411224,481.40037022531,185.925709498115,777.212752075866,0.47
696,Cherry,Prunus avium,42.4670496973965,1552.60298992507,192.502273893915,992.910055757966,145.431433804333,1407.17155612074,87.7737246402959,13.7208388674536,776.301494962536,52.3900183662772,321.241859474685,0.72
697,Fir,Abies alba,21.2561656607383,563.008542428724,54.9847475835122,581.79754964076,293.513346351683,269.495196077041,40.9453106745171,4.38035568931661,281.504271214362,174.061029385775,418.078633409459,0.42
698,Pine,Pinus sylvestris,20.4868331584786,1811.2540991744,124.253686594311,870.589795859996,160.70214536041,1650.55195381399,47.9131269524745,3.36146008321122,905.627049587201,124.351690351032,584.607952611987,0.45
699,Hemlock,Tsuga canadensis,21.4580160818561,1064.71926874947,190.552515506279,690.486576221883,404.585198350251,660.134070399217,50.0462811383566,7.1309223487328,532.359634374734,32.9545238846913,241.218472598121,0.45
700,Walnut,Juglans regia,29.9016908591383,506.367226620205,308.854024123866,140.428883791901,417.379617989063,88.9876086311415,70.3019653447516,12.8359219279287,253.183613310102,118.903361794073,292.688668775372,0.61
701,Walnut,Juglans regia,21.2319581841917,1675.513956137,315.779508685227,842.958928586449,315.860139913857,1359.65381622314,53.4161424669595,9.18864824083548,837.756978068501,179.619319057092,739.372507866938,0.61
702,Beech,Fagus sylvatica,39.7129137209182,1706.23725643381,199.065015937667,206.623953429516,128.058711364865,1578.17854506895,66.7410834338847,7.58102857580593,853.118628216907,137.814318374731,248.183335503563,0.67
703,Redwood,Sequoia sempervirens,30.6989041377595,1062.18961204868,66.3519997126423,329.942883271724,72.9186390712857,989.270972977392,40.491575991981,6.99227547618656,531.094806024339,23.1097519840114,989.664443745278,0.48
704,Fir,Abies alba,22.1362154495497,1722.59414920118,397.856017362792,665.519843099173,316.399844065309,1406.19430513587,46.5521694112593,4.08965034112296,861.297074600589,17.441344994586,846.537582832389,0.42
705,Walnut,Juglans regia,30.4901271307921,1603.6074140342,496.559791159816,277.377781528048,290.689420029521,1312.91799400467,77.9483396135667,7.1303153161456,801.803707017098,55.1830909494311,304.301379807293,0.61
706,Fir,Abies alba,23.0697346764535,932.743032253347,310.903232505079,172.276603581849,450.612539835274,482.130492418073,58.4628162828613,8.23655958015966,466.371516126674,121.02231543744,700.900665228255,0.42
707,Spruce,Picea abies,31.0952252915547,914.224897581153,275.518478641752,132.717370940372,407.129204645753,507.0956929354,40.0392966481398,4.72861102255444,457.112448790576,81.0064866696484,554.088084364776,0.43
708,Fir,Abies alba,31.6597719654967,673.321639443748,139.820561620872,836.644731054548,263.917466290295,409.404173153453,44.0099642833481,8.56444470035287,336.660819721874,29.5713875861838,375.564353831578,0.42
709,Hemlock,Tsuga canadensis,21.3241776613427,1641.30258273799,271.687455945648,663.961158820894,26.8146765977144,1614.48790614028,40.6062953550711,5.6265574422963,820.651291368995,194.365607029758,746.602148294915,0.45
710,Spruce,Picea abies,26.9345538129956,1062.5631040195,165.144202583469,662.541402317584,78.729599416256,983.833504603244,57.9837437251868,5.35109629963225,531.28155200975,54.6498591662385,843.028898444027,0.43
711,Maple,Acer saccharum,28.7195748587633,789.646900258958,367.767556388862,744.840063818265,149.025246091187,640.621654167771,59.8379157577552,8.33469969015897,394.823450129479,69.9820910301059,93.4590913006105,0.71
712,Maple,Acer saccharum,24.0773901472066,1523.73138179537,334.377415592317,597.910826047882,250.482767596841,1273.24861419853,50.9204945395048,4.87920789292434,761.865690897685,175.84134289762,410.688442864921,0.71
713,Pine,Pinus sylvestris,20.7004704524113,662.520857458003,352.601786551531,70.5526743666269,271.513350568712,391.007506889291,40.1884154429339,3.89728407695347,331.260428729001,154.61773595307,508.695205894765,0.45
714,Beech,Fagus sylvatica,23.8409762880428,1427.50916632358,277.68045929959,643.823646684177,80.5046736076474,1347.00449271593,54.4183815508258,3.38902850324518,713.75458316179,133.119340112898,238.229097111616,0.67
715,Spruce,Picea abies,37.9998411027376,1165.2514916379,63.8066958100535,579.768861725461,294.592638760805,870.658852877095,70.4279380321807,6.16817749066299,582.62574581895,88.4891767753288,513.293322303798,0.43
716,Birch,Betula pendula,26.1829277856507,571.589484647848,459.988751839846,332.689143612515,138.344251140952,433.245233506896,78.6786812709416,5.84195970958439,285.794742323924,118.848500037566,584.515142987948,0.67
717,Ash,Fraxinus excelsior,26.2802908473007,1677.85096287262,259.480765589979,198.698292137124,224.403834752738,1453.44712811988,54.2560854286398,7.83145504003053,838.925481436308,55.8755114744417,748.972900968511,0.67
718,Oak,Quercus robur,22.9988388034783,887.687839218415,389.058372408617,680.888771696482,69.8611586168408,817.826680601574,60.3855781832639,3.48607888511104,443.843919609208,33.705607787706,389.931191131473,0.7
719,Maple,Acer saccharum,28.6106100492557,945.855789887719,256.086919317022,485.456838738173,369.906367026269,575.949422861449,45.5380822090106,3.65401804083027,472.927894943859,172.340697583277,992.768890876323,0.71
720,Willow,Salix alba,20.467001297016,1301.6948329052,299.715715455823,492.897972231731,403.176096491516,898.51873641368,52.7702871802854,5.2044420849606,650.847416452598,176.45685946336,627.038681984413,0.47
721,Walnut,Juglans regia,23.7361459576787,770.769783179276,497.155491262674,335.203782457393,69.5732753351331,701.196507844143,72.4156116701222,7.51709469527997,385.384891589638,166.950729684904,364.323111553676,0.61
722,Walnut,Juglans regia,39.5486894992238,1584.34325405397,488.678906792775,984.139856614638,126.572637930512,1457.77061612345,64.4374277319334,10.8700579229625,792.171627026983,73.827973396983,592.06675181631,0.61
723,Pine,Pinus sylvestris,24.0058373522329,1176.66153239552,23.9428674685769,232.617784163449,331.89125739038,844.770275005139,62.453336476568,4.27473483576733,588.33076619776,95.4137614974752,424.149930349085,0.45
724,Oak,Quercus robur,33.789586945917,603.372810757719,333.053198249545,255.460617633071,173.658644407988,429.714166349731,62.0019471176479,11.6986603094,301.686405378859,80.3645815351047,590.166159160435,0.7
725,Beech,Fagus sylvatica,20.6109125914807,408.723950735293,41.2857910804451,559.300899470691,395.173532888293,13.5504178470001,42.0241839223816,3.16395548366483,204.361975367647,74.2348597035743,198.508637293708,0.67
726,Pine,Pinus sylvestris,23.7785195892374,830.694847321138,346.399035018403,216.73946013907,462.495029307902,368.199818013236,62.9375271860661,3.26415875752281,415.347423660569,157.440924849361,286.753279494587,0.45
727,Redwood,Sequoia sempervirens,21.3012908429146,1094.30234758183,299.143196807709,660.600952932145,409.512597024441,684.789750557393,48.1511636012974,8.17007797002432,547.151173790917,134.535090394784,738.746212446131,0.48
728,Poplar,Populus tremula,24.4742961158942,1841.84986094479,457.002117834054,653.226564137731,50.8365090191364,1791.01335192565,43.8133899605404,4.26972211679181,920.924930472393,18.3372687036172,424.053463363089,0.42
729,Walnut,Juglans regia,35.2366159935101,1813.81106122863,107.409318676218,486.116409627721,325.984657295048,1487.82640393358,51.1373846472699,3.47914836634281,906.905530614313,117.690451527014,718.501565151382,0.61
730,Fir,Abies alba,30.7829730152207,549.147421075031,437.720647507813,893.137388315517,473.233913816512,75.9135072585195,44.3745010278106,10.0794727391406,274.573710537516,190.769129011314,629.676611861214,0.42
731,Pine,Pinus sylvestris,31.7690695827061,1551.81052507833,330.474914871156,507.671388296876,440.743613168597,1111.06691190973,68.7117853610763,14.002385034539,775.905262539163,15.2742497180589,941.181351221167,0.45
732,Beech,Fagus sylvatica,27.8086038358572,1201.86581443995,34.6295524458401,370.372065959964,437.534970343113,764.330844096839,45.289491795328,9.93044854824706,600.932907219976,183.380960754585,558.994057308882,0.67
733,Poplar,Populus tremula,38.4876636623294,1311.43211640883,467.038136040792,163.106057234108,213.701070994139,1097.73104541469,72.3760328576477,12.4505341588,655.716058204416,151.043307834771,510.212479811162,0.42
734,Redwood,Sequoia sempervirens,37.333616913501,679.6940212138,493.719033603556,710.963433154393,458.585974089801,221.108047123998,52.0844976056233,10.5155983002412,339.8470106069,56.6774581675418,57.6510488172062,0.48
735,Pine,Pinus sylvestris,22.0760948173336,748.568018130027,478.587913475931,914.703879656736,178.154363892972,570.413654237054,51.054942143074,5.46523050755763,374.284009065013,102.729356279597,202.682199783158,0.45
736,Oak,Quercus robur,23.1776620562288,1412.7043557819,17.2056866064668,349.437108682469,142.941522300243,1269.76283348165,46.6172846576411,7.03036252961868,706.352177890949,35.722215725109,254.921186272986,0.7
737,Hemlock,Tsuga canadensis,28.6358679857214,531.719816848636,222.155284238979,756.817406206392,107.137192152441,424.582624696195,44.4483568849306,8.3090850162806,265.859908424318,179.117083963938,767.448102391791,0.45
738,Spruce,Picea abies,22.2159335741309,1145.98195897415,307.990501672029,149.264455155935,30.1637383177876,1115.81822065637,56.3303929591563,6.88575504550713,572.990979487076,94.3429224565625,172.373888525181,0.43
739,Willow,Salix alba,20.8972531074856,1510.68102780264,259.285559512209,522.295447299257,353.389004059136,1157.2920237435,45.2947256933035,3.1968138289199,755.340513901319,31.6379375918768,64.1242196084931,0.47
740,Locust,Robinia pseudoacacia,33.0033459879913,244.435277674347,372.12320092367,719.326346390881,365.863783173263,-121.428505498916,49.026075087709,8.21745836144,122.217638837174,59.9919421877712,975.738474389073,0.69
741,Beech,Fagus sylvatica,24.2909571376468,854.664351325482,275.801740386523,472.598837432452,69.6604807674885,785.003870557994,63.7854441684351,4.76888763369712,427.332175662741,90.7305719517171,69.3009589915164,0.67
742,Cypress,Cupressus sempervirens,31.8085108918596,587.524804682471,22.2525597247295,471.619954844937,345.800918750465,241.723885932006,67.2661698033336,3.87631544578159,293.762402341235,106.760793572757,805.710036342498,0.47
743,Redwood,Sequoia sempervirens,41.3041275339342,485.477094864473,80.2964284620248,329.259057226591,39.3150980770588,446.161996787414,84.535194070044,14.0860025895174,242.738547432236,96.9818607787602,900.78086538706,0.48
744,Cedar,Cedrus libani,27.8345369711619,565.06826383993,175.976800746284,217.841464548837,323.643762618303,241.424501221627,48.1463993877093,6.17099977745597,282.534131919965,50.1666344865225,437.656349746976,0.56
745,Fir,Abies alba,20.5672302285056,1368.36124260444,267.317606892902,745.358087390196,191.280553340912,1177.08068926353,46.2353984674432,4.04586905102596,684.180621302221,28.6537753115408,452.930833469145,0.42
746,Beech,Fagus sylvatica,35.5126414778982,936.387974000536,180.517274346203,374.097457947209,498.664921410382,437.723052590154,79.4444291939555,15.9687497943993,468.193987000268,91.4659029431641,878.82047649473,0.67
747,Hemlock,Tsuga canadensis,48.7266726087588,1207.1120777633,270.362358307466,841.19835261954,446.314087100327,760.797990662977,94.803865854308,11.9673466935147,603.556038881652,117.575957363006,198.040563089307,0.45
748,Cherry,Prunus avium,25.196920359591,921.053173555993,378.236222562846,547.982287674677,399.027095213532,522.02607834246,55.3729634884719,3.19781778776772,460.526586777996,118.226220614742,478.933985554613,0.72
749,Walnut,Juglans regia,33.8064775638448,441.52671135962,419.369943547063,127.812104916666,392.312538661063,49.2141726985574,84.2370138647952,17.9553969046988,220.76335567981,190.496031062212,961.013504047878,0.61
750,Cedar,Cedrus libani,27.7670113296767,1791.34909107815,375.952246149536,117.90921977954,174.28169015795,1617.0674009202,43.6126417935565,3.28682185797791,895.674545539077,170.225262660533,543.246813712176,0.56
751,Birch,Betula pendula,33.9396040053802,893.913410254754,150.564055771101,952.568398043513,351.112299002707,542.801111252047,55.4752467360539,13.3796634300933,446.956705127377,34.3992807739414,607.84743942786,0.67
752,Pine,Pinus sylvestris,25.4102260889625,379.036334832199,299.414167958312,437.751608376857,340.524242930114,38.5120919020846,42.4544371474228,3.67295504603975,189.518167416099,114.898905900773,254.438112128992,0.45
753,Poplar,Populus tremula,25.2204360434717,759.35468073003,281.912724659778,171.481642615981,123.222024440765,636.132656289265,41.2943026370849,7.10794047504872,379.677340365015,132.141890963539,672.132802533451,0.42
754,Hemlock,Tsuga canadensis,22.0917112550355,1082.7701206319,398.921157924924,210.392239957582,111.453430391848,971.316690240055,49.0042873827274,3.34926295402112,541.385060315952,18.9693449460901,614.793518290389,0.45
755,Hemlock,Tsuga canadensis,23.2639664823001,656.43603480421,395.441254675388,249.207864224445,166.828575730324,489.607459073886,46.4947094320635,3.72244477683322,328.218017402105,52.9344563418999,88.5457206866704,0.45
756,Willow,Salix alba,22.2345731773408,651.539152069017,330.889174179174,892.472067836206,73.6643835902214,577.874768478796,50.8115371927091,3.14612436397893,325.769576034509,78.2779659167863,668.274191662204,0.47
757,Pine,Pinus sylvestris,26.8166977979227,1218.68002985138,233.53438841179,430.135601444636,238.94336886704,979.736660984345,58.9789292020839,8.86665535034543,609.340014925692,33.3963916031644,553.4778302419,0.45
758,Yew,Taxus baccata,21.3055543272768,1876.70003823005,119.461278973613,689.455649827141,387.193838246167,1489.50619998388,52.7242749213781,4.04416766006578,938.350019115023,46.0259846714325,154.52443176182,0.64
759,Magnolia,Magnolia grandiflora,43.3644734895952,116.558437189087,224.228740218095,454.631387116387,245.828341469169,-129.269904280081,71.6003235730273,11.4167444868417,58.2792185945436,117.384118940681,402.589476364665,0.6
760,Hemlock,Tsuga canadensis,20.6193200368987,883.963677263819,498.289684017655,501.177524158265,487.529566511512,396.434110752307,50.7053570784816,8.09316861491958,441.981838631909,34.0123754530214,679.335104872007,0.45
761,Cypress,Cupressus sempervirens,26.1396872878328,933.336343732662,209.65578727657,978.958038508426,99.6770102158189,833.659333516844,51.3049171628833,4.52205929402399,466.668171866331,147.111597014591,783.47667818889,0.47
762,Hemlock,Tsuga canadensis,20.9713230698896,480.164639814757,377.153196122963,234.865380288102,288.772033303976,191.392606510781,50.3495981992417,8.52803435286243,240.082319907378,90.6006229948252,437.67740407493,0.45
763,Yew,Taxus baccata,24.6183886753294,1916.37061547954,64.9103384581394,567.734213883523,310.575852207839,1605.7947632717,66.9474498764711,3.52151347695041,958.185307739768,53.5246393224224,301.896381087136,0.64
764,Redwood,Sequoia sempervirens,33.7227534688662,239.168220362626,216.508987217676,129.25355277257,420.287787914276,-181.11956755165,59.7364459635887,14.5767186919007,119.584110181313,77.339776949957,720.651366049424,0.48
765,Larch,Larix decidua,27.4166231082274,1798.93245846033,117.796997330151,278.317328507546,35.4337952286005,1763.49866323173,42.4037186537294,3.68921208466007,899.466229230165,50.701089843642,259.962755441666,0.59
766,Hemlock,Tsuga canadensis,30.9372722695046,651.800623256713,471.372715434991,523.983883322217,191.946041695774,459.85458156094,54.7332999435706,7.15047974602585,325.900311628357,121.313094934449,568.935413425788,0.45
767,Fir,Abies alba,30.9137158706422,1117.98116485588,174.742991088424,438.849311764352,463.646583333611,654.334581522271,54.8850983722019,11.4426393074579,558.990582427941,75.9927871078253,668.59079512069,0.42
768,Cedar,Cedrus libani,25.0836202806272,1044.42376897205,45.3221100522205,460.486745531671,208.532025404274,835.891743567772,51.1180277316278,6.017557743683,522.211884486023,178.301796426531,71.1136192432605,0.56
769,Hemlock,Tsuga canadensis,24.5750347333468,886.621264438145,308.39666707674,237.666404398624,208.480081520975,678.14118291717,48.1678096275442,3.07460199858826,443.310632219072,148.129226537421,649.120023055002,0.45
770,Cherry,Prunus avium,30.2657759152532,1649.72034622915,399.620861804578,507.144922821317,480.924653075635,1168.79569315352,68.7961264699676,11.2574534970946,824.860173114575,11.01442723535,156.850486318581,0.72
771,Willow,Salix alba,37.9489085502028,218.06413680315,238.785296117421,622.669374430552,232.111696340144,-14.0475595369935,73.7051276650717,8.54285051068512,109.032068401575,113.230716644321,618.182562373113,0.47
772,Yew,Taxus baccata,20.2846235017239,395.074814371765,462.329705818556,564.479548600502,275.151588506997,119.923225864768,59.6125289271632,4.35488754363646,197.537407185882,141.443959188182,438.178027363028,0.64
773,Birch,Betula pendula,23.0052940854338,1462.32236477081,37.0199236716144,811.616498290095,153.948801383376,1308.37356338743,59.99313262276,3.16712640615554,731.161182385404,36.7588885244913,683.503672026563,0.67
774,Pine,Pinus sylvestris,33.5627060173907,1704.42654795479,288.368263128214,213.264676521067,47.8346700966358,1656.59187785815,65.8150985588296,12.1009412248072,852.213273977395,149.929300332442,810.230301704723,0.45
775,Walnut,Juglans regia,28.0204677271489,1985.68262611516,404.673609947786,585.565740172751,244.739218652248,1740.94340746291,47.6581679491564,4.64345406333545,992.841313057579,109.1425367794,996.449774305802,0.61
776,Locust,Robinia pseudoacacia,36.6291495075925,1606.65596977342,442.91672487976,290.378684713505,94.7292731329799,1511.92669664044,91.9724408936194,7.60038704332612,803.32798488671,149.360867673531,764.120896591339,0.69
777,Spruce,Picea abies,22.1786001459793,1990.20395451225,290.273045562208,885.855196451303,197.191459611058,1793.0124949012,62.0566849533489,7.43499894474996,995.101977256127,145.733675069641,270.567361265421,0.43
778,Ash,Fraxinus excelsior,24.236020371902,1168.07999385055,406.08765769517,208.620535081718,60.3423273935914,1107.73766645696,44.4266748138544,3.57911216352195,584.039996925276,55.5487962230109,885.530320962425,0.67
779,Walnut,Juglans regia,33.6682087067031,1177.14927650522,327.419219203293,118.701320770197,100.125118382275,1077.02415812295,41.2290661208333,3.17737830521009,588.574638252612,27.7844340656884,958.264083135873,0.61
780,Yew,Taxus baccata,25.1801141479836,626.482782722451,441.747452763375,191.806062869728,54.8195567727089,571.663225949742,40.2868215655714,4.27386246339206,313.241391361225,47.298853113316,764.854542608373,0.64
781,Pine,Pinus sylvestris,28.7322966945273,1215.19446237944,138.730132188648,946.071814163588,40.0997772067785,1175.09468517266,47.075665075349,8.05430749394812,607.59723118972,95.1724460348487,234.739605744835,0.45
782,Pine,Pinus sylvestris,31.431816829072,173.109202156775,347.238936095964,707.970282633323,481.076068691909,-307.966866535135,44.1425265504466,8.65324760222093,86.5546010783873,101.372775633354,509.205831796862,0.45
783,Maple,Acer saccharum,23.6886059179815,574.701106268913,84.2837286926806,85.6482063652948,20.9872758761048,553.713830392808,43.7740006360847,5.90445912672665,287.350553134456,12.5559438322671,482.451314677019,0.71
784,Magnolia,Magnolia grandiflora,29.727810051192,861.05461535044,11.3432113477029,381.722917838488,347.886305637658,513.168309712783,61.4024595955987,9.03461649436697,430.52730767522,140.653727378231,316.388909320813,0.6
785,Spruce,Picea abies,29.327699187083,929.785515740514,477.130933871958,228.185568214394,478.027303181589,451.758212558925,66.9365752304311,9.83916672908482,464.892757870257,37.0914061856456,476.895655784756,0.43
786,Cherry,Prunus avium,25.6643477124773,431.419972144067,309.896554236766,327.392414887436,255.201353617013,176.218618527055,53.0428420343727,5.07959243804969,215.709986072034,60.2104685362428,180.16895998735,0.72
787,Cherry,Prunus avium,24.9212464272775,1857.10801272653,107.463338079397,337.013573001605,347.300505153835,1509.8075075727,73.6421894212246,3.1757761790474,928.554006363265,167.55099787144,863.222675339784,0.72
788,Willow,Salix alba,39.1367602706322,492.721025878564,390.281013404019,87.7733535249718,304.142069853842,188.578956024721,67.04094849087,13.6494129694505,246.360512939282,125.820045287255,695.799236756284,0.47
789,Fir,Abies alba,36.6143336382487,810.87219810579,424.773126957007,154.573970823549,219.408173076808,591.464025028981,81.6115994254895,10.3166622510902,405.436099052895,51.549276872538,867.121432034764,0.42
790,Redwood,Sequoia sempervirens,27.8305458754692,1394.48611151893,169.788570208475,182.658734743018,319.539677724242,1074.94643379468,52.036024719682,5.05191622721232,697.243055759463,150.34453533357,992.340502864681,0.48
791,Fir,Abies alba,25.9977463229582,1818.71123835444,122.119705285877,192.199433105998,374.649876579642,1444.0613617748,54.8679888988351,4.32823858256043,909.355619177222,171.656266276259,885.256849159487,0.42
792,Spruce,Picea abies,29.4503656964915,1746.78924973123,240.727436116431,823.753878078423,345.135879218578,1401.65337051265,65.6838844901209,4.42877886552989,873.394624865614,109.249185852241,393.167104444001,0.43
793,Magnolia,Magnolia grandiflora,26.2279876201705,763.970178621821,279.572665921878,308.436238404829,115.062072947621,648.9081056742,54.5159614106853,8.52590256069265,381.985089310911,117.047794349492,915.708497376181,0.6
794,Poplar,Populus tremula,28.0669774548166,1544.02623570058,390.505755697377,486.196538479999,387.007354646921,1157.01888105366,45.5784323949516,3.93829679781956,772.013117850292,146.179419038817,526.710254780483,0.42
795,Birch,Betula pendula,26.3616708406232,1986.53228781186,238.692985118832,293.954653281253,375.574635975063,1610.9576518368,41.7735213056696,3.48711416498089,993.26614390593,123.936452961061,930.616384034511,0.67
796,Hemlock,Tsuga canadensis,28.7900795555205,548.338399780914,205.315272847656,456.360486103222,342.96802893281,205.370370848104,53.2203408929189,6.56392342222827,274.169199890457,96.0132943629287,206.200589507353,0.45
797,Cypress,Cupressus sempervirens,22.8062841859539,662.82585025765,76.3369955820963,435.043685860001,117.534902356565,545.290947901085,50.2443215101174,4.40743765056908,331.412925128825,174.766295203008,486.987410322763,0.47
798,Cypress,Cupressus sempervirens,24.5643679924986,628.750850562938,31.330379685387,380.240629182663,377.028408460319,251.722442102619,46.2977885101904,5.28255719138177,314.375425281469,38.404371435754,534.427721821703,0.47
799,Oak,Quercus robur,21.850284171581,881.479394854978,375.903727109544,557.495734433178,36.4024612680078,845.07693358697,45.6839610975247,3.84666490188115,440.739697427489,110.904207101557,304.478987806942,0.7
800,Yew,Taxus baccata,23.4417439275885,171.809520595707,25.4155375738628,631.525370618328,200.269762836397,-28.4602422406897,49.4103120054826,7.90910897625211,85.9047602978535,75.5147991632111,61.1772931879386,0.64
801,Hemlock,Tsuga canadensis,21.2845791597168,969.139887229539,181.096034580842,541.439753526356,253.771689385176,715.368197844364,40.8832324424473,7.09245309440548,484.56994361477,100.826165492181,422.845758427866,0.45
802,Birch,Betula pendula,27.8920436479953,604.999596066773,211.958983815275,574.351200950332,21.3426030799747,583.656992986798,54.4526683472751,4.47485633336565,302.499798033386,95.8302599308081,293.416582455393,0.67
803,Locust,Robinia pseudoacacia,31.172664514275,424.732658662833,216.123931333423,536.844511912204,100.325857028365,324.406801634468,41.2527309675346,9.44860070592734,212.366329331417,135.305289991666,106.858665740583,0.69
804,Redwood,Sequoia sempervirens,34.0708309730121,1178.12084215693,30.4474197723903,542.545840423554,239.431135505438,938.689706651494,52.7706261194749,8.59578078383598,589.060421078466,145.931702805683,547.304939373862,0.48
805,Cedar,Cedrus libani,25.1374528843594,837.306592869572,26.4118554862216,882.876466133166,228.726871497929,608.579721371643,40.1284861441063,4.21739492190069,418.653296434786,81.3395628333092,937.190645991359,0.56
806,Ash,Fraxinus excelsior,24.3815487938455,1015.84124881774,272.77508511208,528.562698327005,75.5489334836602,940.292315334082,47.0483493472,4.49294358213407,507.920624408871,171.889353857841,342.189542425331,0.67
807,Locust,Robinia pseudoacacia,26.496676698095,480.483154789545,448.363555585966,120.583279791754,314.960164241493,165.522990548052,47.8391984175208,5.48540823172086,240.241577394772,112.877355625387,306.264718726743,0.69
808,Birch,Betula pendula,49.4778702466819,657.87594539579,180.650561864022,603.003776341211,231.68004386127,426.19590153452,64.0470682001182,11.8479763320739,328.937972697895,78.8252409081906,786.037525208667,0.67
809,Magnolia,Magnolia grandiflora,21.1451056152218,1524.97980543412,176.440699314699,321.572427707724,407.502235434949,1117.47756999917,48.996924099999,8.51676703957785,762.489902717061,35.5121129215695,387.174375203904,0.6
810,Birch,Betula pendula,27.1580537700744,212.497097067535,382.820043866523,353.984004328959,394.607588686049,-182.110491618514,44.6486732479785,3.35624457979934,106.248548533767,117.576444288716,881.451104697771,0.67
811,Magnolia,Magnolia grandiflora,41.9084669956761,1395.56064158678,416.612418172881,624.215443851426,106.478208824992,1289.08243276179,95.3186330057543,12.8231845374004,697.78032079339,83.904376171995,422.623836959247,0.6
812,Locust,Robinia pseudoacacia,37.1846195853515,1985.19020208623,67.7526015066542,346.1749424343,361.266736537218,1623.92346554901,66.0564116637777,9.41790892234831,992.595101043116,76.1744464072399,583.658148429822,0.69
813,Beech,Fagus sylvatica,20.479940570017,1466.0523833707,204.450545751024,276.651381002739,201.954984478652,1264.09739889205,43.1199430787058,5.11659283100229,733.026191685349,30.5913695436902,428.465908102226,0.67
814,Poplar,Populus tremula,21.7941989611678,1335.48829867505,264.242708554957,196.011379710399,65.078186057508,1270.41011261754,41.1399065711205,7.10578698966754,667.744149337523,95.9523408371024,529.070447885897,0.42
815,Oak,Quercus robur,24.261277675691,1852.9168011155,379.292819034308,976.236103440169,260.474713779986,1592.44208733551,40.2556853140478,4.71441236113898,926.458400557749,36.3398147863336,74.4526097783819,0.7
816,Beech,Fagus sylvatica,23.7705113299382,1792.75159460958,353.97808952257,821.215614466928,482.795113548636,1309.95648106094,61.5015542753256,7.14838728771915,896.37579730479,67.6164666260593,554.222076083533,0.67
817,Willow,Salix alba,24.5261724760937,1343.99424628355,58.4089485323057,602.788380836137,314.402658380568,1029.59158790298,63.7962317421373,3.87355797909138,671.997123141773,99.404677299317,632.838494726457,0.47
818,Locust,Robinia pseudoacacia,28.4647898799208,906.789697706699,215.647533391602,770.646946621127,345.994465835392,560.795231871307,79.528675212331,5.69165818514641,453.39484885335,176.966956325341,337.699217221234,0.69
819,Beech,Fagus sylvatica,25.0226353144856,1525.49737379886,333.492154658306,520.329198194668,445.667449422181,1079.82992437668,60.0524195182674,8.25654266521254,762.748686899431,77.8319780202582,289.487944438588,0.67
820,Willow,Salix alba,34.4690946540079,1523.26338058338,37.9575622966513,345.104023278691,203.87905638665,1319.38432419673,57.0997503792453,8.08216456560623,761.631690291688,198.076107238885,186.59022875363,0.47
821,Cedar,Cedrus libani,30.3064897840338,1621.15696910769,90.3236083476804,640.915633621626,410.654531307518,1210.50243780017,62.616345763049,9.16080680366171,810.578484553844,60.4245457542129,740.087341307662,0.56
